areaCode,areaName,areaType,date,cumPeopleVaccinatedCompleteByPublishDate,cumPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedFirstDoseByVaccinationDate
N92000002,Northern Ireland,nation,2022-02-03,,,1415803,
N92000002,Northern Ireland,nation,2022-02-02,,,1415603,
N92000002,Northern Ireland,nation,2022-02-01,,,1415435,
N92000002,Northern Ireland,nation,2022-01-31,,,1415247,
N92000002,Northern Ireland,nation,2022-01-30,,,1415088,
N92000002,Northern Ireland,nation,2022-01-29,,,1414856,
N92000002,Northern Ireland,nation,2022-01-28,,,1414381,
N92000002,Northern Ireland,nation,2022-01-27,,,1414119,
N92000002,Northern Ireland,nation,2022-01-26,,,1413723,
N92000002,Northern Ireland,nation,2022-01-25,,,1413414,
N92000002,Northern Ireland,nation,2022-01-24,,,1413205,
N92000002,Northern Ireland,nation,2022-01-23,,,1412998,
N92000002,Northern Ireland,nation,2022-01-22,,,1412596,
N92000002,Northern Ireland,nation,2022-01-21,,,1412236,
N92000002,Northern Ireland,nation,2022-01-20,,,1411775,
N92000002,Northern Ireland,nation,2022-01-19,,,1411390,
N92000002,Northern Ireland,nation,2022-01-18,,,1411207,
N92000002,Northern Ireland,nation,2022-01-17,,,1410711,
N92000002,Northern Ireland,nation,2022-01-16,,,1410134,
N92000002,Northern Ireland,nation,2022-01-15,,,1409769,
N92000002,Northern Ireland,nation,2022-01-14,,,1409340,
N92000002,Northern Ireland,nation,2022-01-13,,,1408771,
N92000002,Northern Ireland,nation,2022-01-12,,,1407989,
N92000002,Northern Ireland,nation,2022-01-11,,,1407324,
N92000002,Northern Ireland,nation,2022-01-10,,,1406701,
N92000002,Northern Ireland,nation,2022-01-09,,,1406273,
N92000002,Northern Ireland,nation,2022-01-08,,,1405300,
N92000002,Northern Ireland,nation,2022-01-07,,,1405300,
N92000002,Northern Ireland,nation,2022-01-06,,,1404659,
N92000002,Northern Ireland,nation,2022-01-05,,,1404156,
N92000002,Northern Ireland,nation,2022-01-04,,,1400386,
N92000002,Northern Ireland,nation,2022-01-03,,,1399866,
N92000002,Northern Ireland,nation,2022-01-02,,,1399465,
N92000002,Northern Ireland,nation,2022-01-01,,,1399141,
N92000002,Northern Ireland,nation,2021-12-31,,,1399070,
N92000002,Northern Ireland,nation,2021-12-30,,,1398978,
N92000002,Northern Ireland,nation,2021-12-29,,,1398342,
N92000002,Northern Ireland,nation,2021-12-28,,,1397846,
N92000002,Northern Ireland,nation,2021-12-27,,,1396997,
N92000002,Northern Ireland,nation,2021-12-26,,,1396406,
N92000002,Northern Ireland,nation,2021-12-25,,,1396280,
N92000002,Northern Ireland,nation,2021-12-24,,,1396280,
N92000002,Northern Ireland,nation,2021-12-23,,,1396240,
N92000002,Northern Ireland,nation,2021-12-22,,,1395685,
N92000002,Northern Ireland,nation,2021-12-21,,,1394545,
N92000002,Northern Ireland,nation,2021-12-20,,,1393753,
N92000002,Northern Ireland,nation,2021-12-19,,,1392640,
N92000002,Northern Ireland,nation,2021-12-18,,,1392084,
N92000002,Northern Ireland,nation,2021-12-17,,,1391506,
N92000002,Northern Ireland,nation,2021-12-16,,,1390570,
N92000002,Northern Ireland,nation,2021-12-15,,,1389588,
N92000002,Northern Ireland,nation,2021-12-14,,,1388472,
N92000002,Northern Ireland,nation,2021-12-13,,,1387504,
N92000002,Northern Ireland,nation,2021-12-12,,,1386231,
N92000002,Northern Ireland,nation,2021-12-11,,,1385295,
N92000002,Northern Ireland,nation,2021-12-10,,,1384734,
N92000002,Northern Ireland,nation,2021-12-09,,,1383679,
N92000002,Northern Ireland,nation,2021-12-08,,,1382138,
N92000002,Northern Ireland,nation,2021-12-07,,,1380512,
N92000002,Northern Ireland,nation,2021-12-06,,,1379165,
N92000002,Northern Ireland,nation,2021-12-05,,,1378135,
N92000002,Northern Ireland,nation,2021-12-04,,,1374981,
N92000002,Northern Ireland,nation,2021-12-03,,,1374981,
N92000002,Northern Ireland,nation,2021-12-02,,,1374040,
N92000002,Northern Ireland,nation,2021-12-01,,,1372426,
N92000002,Northern Ireland,nation,2021-11-30,,,1370570,
N92000002,Northern Ireland,nation,2021-11-29,,,1368796,
N92000002,Northern Ireland,nation,2021-11-28,,,1367181,
N92000002,Northern Ireland,nation,2021-11-27,,,1362366,
N92000002,Northern Ireland,nation,2021-11-26,,,1362366,
N92000002,Northern Ireland,nation,2021-11-25,,,1362366,
N92000002,Northern Ireland,nation,2021-11-24,,,1360946,
N92000002,Northern Ireland,nation,2021-11-23,,,1359404,
N92000002,Northern Ireland,nation,2021-11-22,,,1357693,
N92000002,Northern Ireland,nation,2021-11-21,,,1356343,
N92000002,Northern Ireland,nation,2021-11-20,,,1355785,
N92000002,Northern Ireland,nation,2021-11-19,,,1355374,
N92000002,Northern Ireland,nation,2021-11-18,,,1354392,
N92000002,Northern Ireland,nation,2021-11-17,,,1351919,
N92000002,Northern Ireland,nation,2021-11-16,,,1349159,
N92000002,Northern Ireland,nation,2021-11-15,,,1347213,
N92000002,Northern Ireland,nation,2021-11-14,,,1344980,
N92000002,Northern Ireland,nation,2021-11-13,,,1343956,
N92000002,Northern Ireland,nation,2021-11-12,,,1343471,
N92000002,Northern Ireland,nation,2021-11-11,,,1342676,
N92000002,Northern Ireland,nation,2021-11-10,,,1340618,
N92000002,Northern Ireland,nation,2021-11-09,,,1338808,
N92000002,Northern Ireland,nation,2021-11-08,,,1337018,
N92000002,Northern Ireland,nation,2021-11-07,,,1335654,
N92000002,Northern Ireland,nation,2021-11-06,,,1334763,
N92000002,Northern Ireland,nation,2021-11-05,,,1334246,
N92000002,Northern Ireland,nation,2021-11-04,,,1333577,
N92000002,Northern Ireland,nation,2021-11-03,,,1331683,
N92000002,Northern Ireland,nation,2021-11-02,,,1330594,
N92000002,Northern Ireland,nation,2021-11-01,,,1329893,
N92000002,Northern Ireland,nation,2021-10-31,,,1329419,
N92000002,Northern Ireland,nation,2021-10-30,,,1328814,
N92000002,Northern Ireland,nation,2021-10-29,,,1328007,
N92000002,Northern Ireland,nation,2021-10-28,,,1327040,
N92000002,Northern Ireland,nation,2021-10-27,,,1325287,
N92000002,Northern Ireland,nation,2021-10-26,,,1323733,
N92000002,Northern Ireland,nation,2021-10-25,,,1322277,
N92000002,Northern Ireland,nation,2021-10-24,,,1321327,
N92000002,Northern Ireland,nation,2021-10-23,,,1320807,
N92000002,Northern Ireland,nation,2021-10-22,,,1320056,
N92000002,Northern Ireland,nation,2021-10-21,,,1319509,
N92000002,Northern Ireland,nation,2021-10-20,,,1319098,
N92000002,Northern Ireland,nation,2021-10-19,,,1318733,
N92000002,Northern Ireland,nation,2021-10-18,,,1317991,
N92000002,Northern Ireland,nation,2021-10-17,,,1317506,
N92000002,Northern Ireland,nation,2021-10-16,,,1317336,
N92000002,Northern Ireland,nation,2021-10-15,,,1317277,
N92000002,Northern Ireland,nation,2021-10-14,,,1317005,
N92000002,Northern Ireland,nation,2021-10-13,,,1316528,
N92000002,Northern Ireland,nation,2021-10-12,,,1316225,
N92000002,Northern Ireland,nation,2021-10-11,,,1315825,
N92000002,Northern Ireland,nation,2021-10-10,,,1315593,
N92000002,Northern Ireland,nation,2021-10-09,,,1315513,
N92000002,Northern Ireland,nation,2021-10-08,,,1315458,
N92000002,Northern Ireland,nation,2021-10-07,,,1315167,
N92000002,Northern Ireland,nation,2021-10-06,,,1314779,
N92000002,Northern Ireland,nation,2021-10-05,,,1314491,
N92000002,Northern Ireland,nation,2021-10-04,,,1314284,
N92000002,Northern Ireland,nation,2021-10-03,,,1313979,
N92000002,Northern Ireland,nation,2021-10-02,,,1313809,
N92000002,Northern Ireland,nation,2021-10-01,,,1313692,
N92000002,Northern Ireland,nation,2021-09-30,,,1313395,
N92000002,Northern Ireland,nation,2021-09-29,,,1312618,
N92000002,Northern Ireland,nation,2021-09-28,1206919,,1311852,
N92000002,Northern Ireland,nation,2021-09-27,1206162,,1311183,
N92000002,Northern Ireland,nation,2021-09-26,1205042,,1310435,
N92000002,Northern Ireland,nation,2021-09-25,1204438,,1309914,
N92000002,Northern Ireland,nation,2021-09-24,1204006,,1309240,
N92000002,Northern Ireland,nation,2021-09-23,1203664,,1308437,
N92000002,Northern Ireland,nation,2021-09-22,1203117,,1307566,
N92000002,Northern Ireland,nation,2021-09-21,1202311,,1306822,
N92000002,Northern Ireland,nation,2021-09-20,1201657,,1306326,
N92000002,Northern Ireland,nation,2021-09-19,1201074,,1305556,
N92000002,Northern Ireland,nation,2021-09-18,1200606,,1304999,
N92000002,Northern Ireland,nation,2021-09-17,1200436,,1304565,
N92000002,Northern Ireland,nation,2021-09-16,1199906,,1303889,
N92000002,Northern Ireland,nation,2021-09-15,1199165,,1302069,
N92000002,Northern Ireland,nation,2021-09-14,1198596,,1300383,
N92000002,Northern Ireland,nation,2021-09-13,1197505,,1298956,
N92000002,Northern Ireland,nation,2021-09-12,1196000,,1297882,
N92000002,Northern Ireland,nation,2021-09-11,1194869,,1297228,
N92000002,Northern Ireland,nation,2021-09-10,1192643,,1296830,
N92000002,Northern Ireland,nation,2021-09-09,1188527,,1296071,
N92000002,Northern Ireland,nation,2021-09-08,1184987,,1294896,
N92000002,Northern Ireland,nation,2021-09-07,1181487,,1293709,
N92000002,Northern Ireland,nation,2021-09-06,1177318,,1292837,
N92000002,Northern Ireland,nation,2021-09-05,1174021,,1291944,
N92000002,Northern Ireland,nation,2021-09-04,1171130,,1291010,
N92000002,Northern Ireland,nation,2021-09-03,1169483,,1290060,
N92000002,Northern Ireland,nation,2021-09-02,1167574,,1288682,
N92000002,Northern Ireland,nation,2021-09-01,1165322,,1287633,
N92000002,Northern Ireland,nation,2021-08-31,1163562,,1286025,
N92000002,Northern Ireland,nation,2021-08-30,1161433,,1284443,
N92000002,Northern Ireland,nation,2021-08-29,1159756,,1283099,
N92000002,Northern Ireland,nation,2021-08-28,1158349,,1282410,
N92000002,Northern Ireland,nation,2021-08-27,1157174,,1281246,
N92000002,Northern Ireland,nation,2021-08-26,1155558,,1279093,
N92000002,Northern Ireland,nation,2021-08-25,1153122,,1275554,
N92000002,Northern Ireland,nation,2021-08-24,1150123,,1272071,
N92000002,Northern Ireland,nation,2021-08-23,1147741,,1270066,
N92000002,Northern Ireland,nation,2021-08-22,1146016,,1268173,
N92000002,Northern Ireland,nation,2021-08-21,1143706,,1264515,
N92000002,Northern Ireland,nation,2021-08-20,1140923,,1260373,
N92000002,Northern Ireland,nation,2021-08-19,1136902,,1258640,
N92000002,Northern Ireland,nation,2021-08-18,1132946,,1256779,
N92000002,Northern Ireland,nation,2021-08-17,1129084,,1255312,
N92000002,Northern Ireland,nation,2021-08-16,1123936,,1252746,
N92000002,Northern Ireland,nation,2021-08-15,1120187,,1251182,
N92000002,Northern Ireland,nation,2021-08-14,1116681,,1249579,
N92000002,Northern Ireland,nation,2021-08-13,1113944,,1248417,
N92000002,Northern Ireland,nation,2021-08-12,1109693,,1246907,
N92000002,Northern Ireland,nation,2021-08-11,1104905,,1244812,
N92000002,Northern Ireland,nation,2021-08-10,1100236,,1243125,
N92000002,Northern Ireland,nation,2021-08-09,1094987,,1240811,
N92000002,Northern Ireland,nation,2021-08-08,1089222,,1233437,
N92000002,Northern Ireland,nation,2021-08-07,1084263,,1232450,
N92000002,Northern Ireland,nation,2021-08-06,1079825,,1231106,
N92000002,Northern Ireland,nation,2021-08-05,1073342,,1224675,
N92000002,Northern Ireland,nation,2021-08-04,1068860,,1223303,
N92000002,Northern Ireland,nation,2021-08-03,1062797,,1221743,
N92000002,Northern Ireland,nation,2021-08-02,1056278,,1220430,
N92000002,Northern Ireland,nation,2021-08-01,1048595,,1219389,
N92000002,Northern Ireland,nation,2021-07-31,1043909,,1218732,
N92000002,Northern Ireland,nation,2021-07-30,1040265,,1215254,
N92000002,Northern Ireland,nation,2021-07-29,1036362,,1212236,
N92000002,Northern Ireland,nation,2021-07-28,1030507,,1209145,
N92000002,Northern Ireland,nation,2021-07-27,1022646,,1201462,
N92000002,Northern Ireland,nation,2021-07-26,1016691,,1198692,
N92000002,Northern Ireland,nation,2021-07-25,1011471,,1196995,
N92000002,Northern Ireland,nation,2021-07-24,1008906,,1195271,
N92000002,Northern Ireland,nation,2021-07-23,1006725,,1193854,
N92000002,Northern Ireland,nation,2021-07-22,1003634,,1192181,
N92000002,Northern Ireland,nation,2021-07-21,1001669,,1191038,
N92000002,Northern Ireland,nation,2021-07-20,995493,,1188669,
N92000002,Northern Ireland,nation,2021-07-19,988658,,1187005,
N92000002,Northern Ireland,nation,2021-07-18,982562,,1185869,
N92000002,Northern Ireland,nation,2021-07-17,978587,,1202031,
N92000002,Northern Ireland,nation,2021-07-16,973998,,1201048,
N92000002,Northern Ireland,nation,2021-07-15,963532,,1189863,
N92000002,Northern Ireland,nation,2021-07-14,957236,,1188563,
N92000002,Northern Ireland,nation,2021-07-13,950145,,1187446,
N92000002,Northern Ireland,nation,2021-07-12,943778,,1186295,
N92000002,Northern Ireland,nation,2021-07-11,942014,,1185689,
N92000002,Northern Ireland,nation,2021-07-10,938477,,1184485,
N92000002,Northern Ireland,nation,2021-07-09,932963,,1182772,
N92000002,Northern Ireland,nation,2021-07-08,926855,,1181008,
N92000002,Northern Ireland,nation,2021-07-07,920078,,1179096,
N92000002,Northern Ireland,nation,2021-07-06,912250,,1177136,
N92000002,Northern Ireland,nation,2021-07-05,904607,,1175151,
N92000002,Northern Ireland,nation,2021-07-04,897209,,1173365,
N92000002,Northern Ireland,nation,2021-07-03,890335,,1171653,
N92000002,Northern Ireland,nation,2021-07-02,883864,,1170556,
N92000002,Northern Ireland,nation,2021-07-01,877402,,1168739,
N92000002,Northern Ireland,nation,2021-06-30,871216,,1166842,
N92000002,Northern Ireland,nation,2021-06-29,862932,,1164792,
N92000002,Northern Ireland,nation,2021-06-28,855736,,1162455,
N92000002,Northern Ireland,nation,2021-06-27,850004,,1160024,
N92000002,Northern Ireland,nation,2021-06-26,845626,,1157491,
N92000002,Northern Ireland,nation,2021-06-25,841666,,1155288,
N92000002,Northern Ireland,nation,2021-06-24,836164,,1152720,
N92000002,Northern Ireland,nation,2021-06-23,830506,,1150202,
N92000002,Northern Ireland,nation,2021-06-22,823908,,1147153,
N92000002,Northern Ireland,nation,2021-06-21,817178,,1143223,
N92000002,Northern Ireland,nation,2021-06-20,810405,,1140838,
N92000002,Northern Ireland,nation,2021-06-19,803384,,1137778,
N92000002,Northern Ireland,nation,2021-06-18,797394,,1135308,
N92000002,Northern Ireland,nation,2021-06-17,790071,,1132546,
N92000002,Northern Ireland,nation,2021-06-16,782569,,1128670,
N92000002,Northern Ireland,nation,2021-06-15,772933,,1126677,
N92000002,Northern Ireland,nation,2021-06-14,762424,,1115747,
N92000002,Northern Ireland,nation,2021-06-13,750356,,1113591,
N92000002,Northern Ireland,nation,2021-06-12,750356,,1113591,
N92000002,Northern Ireland,nation,2021-06-11,749820,,1113159,
N92000002,Northern Ireland,nation,2021-06-10,743402,,1105767,
N92000002,Northern Ireland,nation,2021-06-09,736190,,1101629,
N92000002,Northern Ireland,nation,2021-06-08,728000,,1098614,
N92000002,Northern Ireland,nation,2021-06-07,719800,,1094478,
N92000002,Northern Ireland,nation,2021-06-06,710121,,1090693,
N92000002,Northern Ireland,nation,2021-06-05,703582,,1087136,
N92000002,Northern Ireland,nation,2021-06-04,699318,,1083278,
N92000002,Northern Ireland,nation,2021-06-03,692206,,1078917,
N92000002,Northern Ireland,nation,2021-06-02,684398,,1073775,
N92000002,Northern Ireland,nation,2021-06-01,675575,,1061550,
N92000002,Northern Ireland,nation,2021-05-31,666957,,1053150,
N92000002,Northern Ireland,nation,2021-05-30,661490,,1048350,
N92000002,Northern Ireland,nation,2021-05-29,658157,,1044147,
N92000002,Northern Ireland,nation,2021-05-28,654624,,1040697,
N92000002,Northern Ireland,nation,2021-05-27,648518,,1037892,
N92000002,Northern Ireland,nation,2021-05-26,639883,,1034143,
N92000002,Northern Ireland,nation,2021-05-25,630170,,1030811,
N92000002,Northern Ireland,nation,2021-05-24,620764,,1026443,
N92000002,Northern Ireland,nation,2021-05-23,612064,,1022025,
N92000002,Northern Ireland,nation,2021-05-22,606212,,1017941,
N92000002,Northern Ireland,nation,2021-05-21,602303,,1014048,
N92000002,Northern Ireland,nation,2021-05-20,592965,,1011836,
N92000002,Northern Ireland,nation,2021-05-19,583977,,1008589,
N92000002,Northern Ireland,nation,2021-05-18,575059,,1004070,
N92000002,Northern Ireland,nation,2021-05-17,567117,,1000928,
N92000002,Northern Ireland,nation,2021-05-16,559227,,997605,
N92000002,Northern Ireland,nation,2021-05-15,552431,,995905,
N92000002,Northern Ireland,nation,2021-05-14,546275,,994753,
N92000002,Northern Ireland,nation,2021-05-13,537343,,992682,
N92000002,Northern Ireland,nation,2021-05-12,526191,,989569,
N92000002,Northern Ireland,nation,2021-05-11,515015,,986008,
N92000002,Northern Ireland,nation,2021-05-10,503087,,982038,
N92000002,Northern Ireland,nation,2021-05-09,493553,,976582,
N92000002,Northern Ireland,nation,2021-05-08,487828,,972597,
N92000002,Northern Ireland,nation,2021-05-07,481897,,968386,
N92000002,Northern Ireland,nation,2021-05-06,473502,,963315,
N92000002,Northern Ireland,nation,2021-05-05,459763,,957063,
N92000002,Northern Ireland,nation,2021-05-04,446309,,950778,
N92000002,Northern Ireland,nation,2021-05-03,436887,,944694,
N92000002,Northern Ireland,nation,2021-05-02,431873,,943022,
N92000002,Northern Ireland,nation,2021-05-01,426876,,937782,
N92000002,Northern Ireland,nation,2021-04-30,422234,,932426,
N92000002,Northern Ireland,nation,2021-04-29,417537,,927326,
N92000002,Northern Ireland,nation,2021-04-28,377302,,935589,
N92000002,Northern Ireland,nation,2021-04-27,367469,,927656,
N92000002,Northern Ireland,nation,2021-04-26,356403,,919292,
N92000002,Northern Ireland,nation,2021-04-25,347034,,912444,
N92000002,Northern Ireland,nation,2021-04-24,342195,,905736,
N92000002,Northern Ireland,nation,2021-04-23,338409,,898858,
N92000002,Northern Ireland,nation,2021-04-22,328366,,892787,
N92000002,Northern Ireland,nation,2021-04-21,311850,,883813,
N92000002,Northern Ireland,nation,2021-04-20,298557,,876290,
N92000002,Northern Ireland,nation,2021-04-19,283478,,869342,
N92000002,Northern Ireland,nation,2021-04-18,273619,,863712,
N92000002,Northern Ireland,nation,2021-04-17,268341,,860313,
N92000002,Northern Ireland,nation,2021-04-16,262917,,855826,
N92000002,Northern Ireland,nation,2021-04-15,250474,,850103,
N92000002,Northern Ireland,nation,2021-04-14,237281,,844284,
N92000002,Northern Ireland,nation,2021-04-13,224129,,838049,
N92000002,Northern Ireland,nation,2021-04-12,210470,,831895,
N92000002,Northern Ireland,nation,2021-04-11,199500,,826412,
N92000002,Northern Ireland,nation,2021-04-10,194610,,820032,
N92000002,Northern Ireland,nation,2021-04-09,189697,,813468,
N92000002,Northern Ireland,nation,2021-04-08,181814,,806005,
N92000002,Northern Ireland,nation,2021-04-07,173772,,799410,
N92000002,Northern Ireland,nation,2021-04-06,167923,,790860,
N92000002,Northern Ireland,nation,2021-04-05,165374,,785494,
N92000002,Northern Ireland,nation,2021-04-04,163818,,779932,
N92000002,Northern Ireland,nation,2021-04-03,162483,,777108,
N92000002,Northern Ireland,nation,2021-04-02,160262,,772240,
N92000002,Northern Ireland,nation,2021-04-01,153454,,765005,
N92000002,Northern Ireland,nation,2021-03-31,145753,,756013,
N92000002,Northern Ireland,nation,2021-03-30,138486,,749112,
N92000002,Northern Ireland,nation,2021-03-29,132022,,740729,
N92000002,Northern Ireland,nation,2021-03-28,125017,,730471,
N92000002,Northern Ireland,nation,2021-03-27,123452,,726589,
N92000002,Northern Ireland,nation,2021-03-26,120349,,719260,
N92000002,Northern Ireland,nation,2021-03-25,113637,,711673,
N92000002,Northern Ireland,nation,2021-03-24,104907,,703334,
N92000002,Northern Ireland,nation,2021-03-23,96254,,694863,
N92000002,Northern Ireland,nation,2021-03-22,88683,,687528,
N92000002,Northern Ireland,nation,2021-03-21,88683,,687528,
N92000002,Northern Ireland,nation,2021-03-20,78496,,667758,
N92000002,Northern Ireland,nation,2021-03-19,75313,,662973,
N92000002,Northern Ireland,nation,2021-03-18,70709,,655581,
N92000002,Northern Ireland,nation,2021-03-17,67202,,646190,
N92000002,Northern Ireland,nation,2021-03-16,63946,,640801,
N92000002,Northern Ireland,nation,2021-03-15,58245,,634019,
N92000002,Northern Ireland,nation,2021-03-14,54636,,629461,
N92000002,Northern Ireland,nation,2021-03-13,52407,,625195,
N92000002,Northern Ireland,nation,2021-03-12,50052,,621462,
N92000002,Northern Ireland,nation,2021-03-11,49400,,614629,
N92000002,Northern Ireland,nation,2021-03-10,48948,,606695,
N92000002,Northern Ireland,nation,2021-03-09,46927,,601101,
N92000002,Northern Ireland,nation,2021-03-08,44594,,596527,
N92000002,Northern Ireland,nation,2021-03-07,42851,,588803,
N92000002,Northern Ireland,nation,2021-03-06,42230,,582914,
N92000002,Northern Ireland,nation,2021-03-05,42096,,577219,
N92000002,Northern Ireland,nation,2021-03-04,41787,,568011,
N92000002,Northern Ireland,nation,2021-03-03,40139,,556721,
N92000002,Northern Ireland,nation,2021-03-02,37862,,545019,
N92000002,Northern Ireland,nation,2021-03-01,35370,,537389,
N92000002,Northern Ireland,nation,2021-02-28,33197,,525400,525400
N92000002,Northern Ireland,nation,2021-02-27,32665,,520996,458030
N92000002,Northern Ireland,nation,2021-02-26,32616,,515678,458030
N92000002,Northern Ireland,nation,2021-02-25,31898,,505188,458030
N92000002,Northern Ireland,nation,2021-02-24,31637,,491593,458030
N92000002,Northern Ireland,nation,2021-02-23,31345,,478235,458030
N92000002,Northern Ireland,nation,2021-02-22,31077,,468129,458030
N92000002,Northern Ireland,nation,2021-02-21,30796,,458030,458030
N92000002,Northern Ireland,nation,2021-02-20,30807,,446009,397243
N92000002,Northern Ireland,nation,2021-02-19,30753,,442917,397243
N92000002,Northern Ireland,nation,2021-02-18,30381,,436143,397243
N92000002,Northern Ireland,nation,2021-02-17,30012,,427569,397243
N92000002,Northern Ireland,nation,2021-02-16,29476,,418209,397243
N92000002,Northern Ireland,nation,2021-02-15,29201,,409507,397243
N92000002,Northern Ireland,nation,2021-02-14,29005,,397243,397243
N92000002,Northern Ireland,nation,2021-02-13,28976,,391101,303478
N92000002,Northern Ireland,nation,2021-02-12,28937,,387771,303478
N92000002,Northern Ireland,nation,2021-02-11,28552,,373414,303478
N92000002,Northern Ireland,nation,2021-02-10,28137,,353757,303478
N92000002,Northern Ireland,nation,2021-02-09,27772,,333658,303478
N92000002,Northern Ireland,nation,2021-02-08,27589,,317606,303478
N92000002,Northern Ireland,nation,2021-02-07,27463,,303478,303478
N92000002,Northern Ireland,nation,2021-02-06,27207,,295915,221809
N92000002,Northern Ireland,nation,2021-02-05,26531,,289889,221809
N92000002,Northern Ireland,nation,2021-02-04,26047,,275232,221809
N92000002,Northern Ireland,nation,2021-02-03,25539,,263735,221809
N92000002,Northern Ireland,nation,2021-02-02,25155,,246671,221809
N92000002,Northern Ireland,nation,2021-02-01,24882,,233429,221809
N92000002,Northern Ireland,nation,2021-01-31,24612,,221809,221809
N92000002,Northern Ireland,nation,2021-01-30,24323,,214601,159642
N92000002,Northern Ireland,nation,2021-01-29,24146,,204065,159642
N92000002,Northern Ireland,nation,2021-01-28,24070,,196131,159642
N92000002,Northern Ireland,nation,2021-01-27,23927,,175284,159642
N92000002,Northern Ireland,nation,2021-01-26,22910,,168140,159642
N92000002,Northern Ireland,nation,2021-01-25,22795,,163317,159642
N92000002,Northern Ireland,nation,2021-01-24,22713,,159642,159642
N92000002,Northern Ireland,nation,2021-01-23,22687,,155644,125717
N92000002,Northern Ireland,nation,2021-01-22,22660,,154366,125717
N92000002,Northern Ireland,nation,2021-01-21,22510,,151039,125717
N92000002,Northern Ireland,nation,2021-01-20,22326,,144212,125717
N92000002,Northern Ireland,nation,2021-01-19,21960,,138436,125717
N92000002,Northern Ireland,nation,2021-01-18,21579,,132857,125717
N92000002,Northern Ireland,nation,2021-01-17,21016,,125717,125717
N92000002,Northern Ireland,nation,2021-01-16,20174,,120387,78005
N92000002,Northern Ireland,nation,2021-01-15,19474,,117906,78005
N92000002,Northern Ireland,nation,2021-01-14,19264,,114567,78005
N92000002,Northern Ireland,nation,2021-01-13,19010,,102701,78005
N92000002,Northern Ireland,nation,2021-01-12,17840,,91417,78005
N92000002,Northern Ireland,nation,2021-01-11,15288,,84187,78005
N92000002,Northern Ireland,nation,2021-01-10,13949,,78005,78005
N92000002,Northern Ireland,nation,2021-01-09,,,,40685
N92000002,Northern Ireland,nation,2021-01-08,,,,40685
N92000002,Northern Ireland,nation,2021-01-07,,,,40685
N92000002,Northern Ireland,nation,2021-01-06,,,,40685
N92000002,Northern Ireland,nation,2021-01-05,,,,40685
N92000002,Northern Ireland,nation,2021-01-04,,,,40685
N92000002,Northern Ireland,nation,2021-01-03,,,,40685
N92000002,Northern Ireland,nation,2021-01-02,,,,31016
N92000002,Northern Ireland,nation,2021-01-01,,,,31016
N92000002,Northern Ireland,nation,2020-12-31,,,,31016
N92000002,Northern Ireland,nation,2020-12-30,,,,31016
N92000002,Northern Ireland,nation,2020-12-29,,,,31016
N92000002,Northern Ireland,nation,2020-12-28,,,,31016
N92000002,Northern Ireland,nation,2020-12-27,,,,31016
N92000002,Northern Ireland,nation,2020-12-26,,,,16068
N92000002,Northern Ireland,nation,2020-12-25,,,,16068
N92000002,Northern Ireland,nation,2020-12-24,,,,16068
N92000002,Northern Ireland,nation,2020-12-23,,,,16068
N92000002,Northern Ireland,nation,2020-12-22,,,,16068
N92000002,Northern Ireland,nation,2020-12-21,,,,16068
N92000002,Northern Ireland,nation,2020-12-20,,,,16068
N92000002,Northern Ireland,nation,2020-12-19,,,,3623
N92000002,Northern Ireland,nation,2020-12-18,,,,3623
N92000002,Northern Ireland,nation,2020-12-17,,,,3623
N92000002,Northern Ireland,nation,2020-12-16,,,,3623
N92000002,Northern Ireland,nation,2020-12-15,,,,3623
N92000002,Northern Ireland,nation,2020-12-14,,,,3623
N92000002,Northern Ireland,nation,2020-12-13,,,,3623
S92000003,Scotland,nation,2022-02-18,,,4430717,
S92000003,Scotland,nation,2022-02-17,,4145248,4430717,4410301
S92000003,Scotland,nation,2022-02-16,,4144040,4429979,4409847
S92000003,Scotland,nation,2022-02-15,,4143077,4429337,4409394
S92000003,Scotland,nation,2022-02-14,,4141966,4428684,4409003
S92000003,Scotland,nation,2022-02-13,,4141044,4428021,4408637
S92000003,Scotland,nation,2022-02-12,,4140304,4427052,4408290
S92000003,Scotland,nation,2022-02-11,,4139418,4426094,4407885
S92000003,Scotland,nation,2022-02-10,,4138253,4425282,4407320
S92000003,Scotland,nation,2022-02-09,,4137502,4424596,4406969
S92000003,Scotland,nation,2022-02-08,,4136628,4423943,4406481
S92000003,Scotland,nation,2022-02-07,,4135832,4423415,4406109
S92000003,Scotland,nation,2022-02-06,,4134912,4422719,4405661
S92000003,Scotland,nation,2022-02-05,,4134013,4421427,4405179
S92000003,Scotland,nation,2022-02-04,,4132970,4419733,4404617
S92000003,Scotland,nation,2022-02-03,,4131550,4418804,4404088
S92000003,Scotland,nation,2022-02-02,,4130633,4417967,4403708
S92000003,Scotland,nation,2022-02-01,,4129504,4417105,4403228
S92000003,Scotland,nation,2022-01-31,,4128522,4416119,4402814
S92000003,Scotland,nation,2022-01-30,,4127412,4411649,4402366
S92000003,Scotland,nation,2022-01-29,,4125013,4410990,4401850
S92000003,Scotland,nation,2022-01-28,,4122732,4410290,4401304
S92000003,Scotland,nation,2022-01-27,,4120609,4409367,4400575
S92000003,Scotland,nation,2022-01-26,,4118707,4408534,4399941
