date,country,vaccinated_once,vaccinated_fully
2021-02-23,Ukraine,0,0
2021-02-23,United Arab Emirates,3480415,2187849
2021-02-23,United Kingdom,18242873,669105
2021-02-23,Uruguay,0,0
2021-02-23,Uzbekistan,0,0
2021-02-23,Vanuatu,0,0
2021-02-23,Venezuela,157,0
2021-02-23,Vietnam,0,0
2021-02-23,West Bank and Gaza,0,0
2021-02-23,Yemen,0,0
2021-02-23,Zambia,0,0
2021-02-23,Zimbabwe,4041,0
2021-02-24,Afghanistan,0,0
2021-02-24,Albania,6073,655
2021-02-24,Algeria,75000,0
2021-02-24,Andorra,2390,0
2021-02-24,Angola,0,0
2021-02-24,Antigua and Barbuda,0,0
2021-02-24,Argentina,513394,267061
2021-02-24,Armenia,0,0
2021-02-24,Australia,16626,3
2021-02-24,Austria,384337,240009
2021-02-24,Azerbaijan,65000,0
2021-02-24,Bahamas,0,0
2021-02-24,Bahrain,284948,0
2021-02-24,Bangladesh,2673038,0
2021-02-24,Barbados,25578,0
2021-02-24,Belarus,20944,0
2021-02-24,Belgium,481319,325425
2021-02-24,Belize,0,0
2021-02-24,Benin,0,0
2021-02-24,Bhutan,0,0
2021-02-24,Bolivia,10301,2634
2021-02-24,Bosnia and Herzegovina,0,0
2021-02-24,Botswana,0,0
2021-02-24,Brazil,6202055,1596945
2021-02-24,Brunei,0,0
2021-02-24,Bulgaria,136454,32008
2021-02-24,Burkina Faso,0,0
2021-02-24,Burma,380000,0
2021-02-24,Burundi,0,0
2021-02-24,Cabo Verde,0,0
2021-02-24,Cambodia,54286,64
2021-02-24,Cameroon,0,0
2021-02-24,Canada,1190373,491736
2021-02-24,Central African Republic,0,0
2021-02-24,Chad,0,0
2021-02-24,Chile,3141914,56108
2021-02-24,China,0,0
2021-02-24,Colombia,0,0
2021-02-24,Comoros,0,0
2021-02-24,Congo (Brazzaville),0,0
2021-02-24,Congo (Kinshasa),0,0
2021-02-24,Costa Rica,57162,44021
2021-02-24,Cote d'Ivoire,0,0
2021-02-24,Croatia,125771,58305
2021-02-24,Cuba,0,0
2021-02-24,Cyprus,44239,20323
2021-02-24,Czechia,385383,233386
2021-02-24,Denmark,343182,169518
2021-02-24,Djibouti,0,0
2021-02-24,Dominica,2465,0
2021-02-24,Dominican Republic,26400,0
2021-02-24,Ecuador,43136,4440
2021-02-24,Egypt,1315,0
2021-02-24,El Salvador,6000,0
2021-02-24,Equatorial Guinea,0,0
2021-02-24,Estonia,68478,29030
2021-02-24,Eswatini,0,0
2021-02-24,Ethiopia,0,0
2021-02-24,Fiji,0,0
2021-02-24,Finland,297027,76424
2021-02-24,France,2867948,1407040
2021-02-24,Gabon,0,0
2021-02-24,Gambia,0,0
2021-02-24,Georgia,0,0
2021-02-24,Germany,3682867,2002063
2021-02-24,Ghana,0,0
2021-02-24,Greece,522510,271837
2021-02-24,Grenada,1200,0
2021-02-24,Guatemala,0,0
2021-02-24,Guinea,0,0
2021-02-24,Guinea-Bissau,0,0
2021-02-24,Guyana,1852,0
2021-02-24,Haiti,0,0
2021-02-24,Honduras,0,0
2021-02-24,Hungary,508043,211073
2021-02-24,Iceland,17379,10554
2021-02-24,India,10884879,1481754
2021-02-24,Indonesia,1363138,825650
2021-02-24,Iran,10000,0
2021-02-24,Iraq,0,0
2021-02-24,Ireland,269491,147773
2021-02-24,Israel,4591091,3230366
2021-02-24,Italy,2569990,1391651
2021-02-24,Jamaica,0,0
2021-02-24,Japan,17888,0
2021-02-24,Jordan,50000,30000
2021-02-24,Kazakhstan,20157,2137
2021-02-24,Kenya,0,0
2021-02-24,Kiribati,0,0
2021-02-24,Kosovo,0,0
2021-02-24,Kuwait,137000,38000
2021-02-24,Kyrgyzstan,0,0
2021-02-24,Laos,0,0
2021-02-24,Latvia,38349,17142
2021-02-24,Lebanon,0,0
2021-02-24,Lesotho,0,0
2021-02-24,Liberia,0,0
2021-02-24,Libya,0,0
2021-02-24,Liechtenstein,1854,532
2021-02-24,Lithuania,145320,72381
2021-02-24,Luxembourg,25294,9481
2021-02-24,Madagascar,0,0
2021-02-24,Malawi,0,0
2021-02-24,Malaysia,62,3
2021-02-24,Maldives,90865,0
2021-02-24,Mali,0,0
2021-02-24,Malta,49061,22501
2021-02-24,Mauritania,0,0
2021-02-24,Mauritius,3843,0
2021-02-24,Mexico,1425395,475389
2021-02-24,Moldova,0,0
2021-02-24,Monaco,0,0
2021-02-24,Mongolia,0,0
2021-02-24,Montenegro,0,0
2021-02-24,Morocco,2911635,37310
2021-02-24,Mozambique,0,0
2021-02-24,Namibia,0,0
2021-02-24,Nepal,402264,0
2021-02-24,Netherlands,873562,164218
2021-02-24,New Zealand,1783,1
2021-02-24,Nicaragua,0,0
2021-02-24,Niger,0,0
2021-02-24,Nigeria,0,0
2021-02-24,North Macedonia,0,0
2021-02-24,Norway,321012,135193
2021-02-24,Oman,48641,19019
2021-02-24,Pakistan,72882,0
2021-02-24,Panama,74711,5278
2021-02-24,Papua New Guinea,0,0
2021-02-24,Paraguay,1001,0
2021-02-24,Peru,283466,17
2021-02-24,Philippines,0,0
2021-02-24,Poland,1959165,1031518
2021-02-24,Portugal,506005,273148
2021-02-24,Qatar,100000,0
2021-02-24,Romania,855097,611552
2021-02-24,Russia,1000000,0
2021-02-24,Rwanda,0,0
2021-02-24,Saint Kitts and Nevis,0,0
2021-02-24,Saint Lucia,0,0
2021-02-24,Saint Vincent and the Grenadines,0,0
2021-02-24,Samoa,0,0
2021-02-24,San Marino,0,0
2021-02-24,Sao Tome and Principe,0,0
2021-02-24,Saudi Arabia,0,0
2021-02-24,Senegal,4087,0
2021-02-24,Serbia,856359,487359
2021-02-24,Seychelles,47188,23380
2021-02-24,Sierra Leone,0,0
2021-02-24,Singapore,250000,110000
2021-02-24,Slovakia,295778,116089
2021-02-24,Slovenia,106191,53025
2021-02-24,Solomon Islands,0,0
2021-02-24,Somalia,0,0
2021-02-24,South Africa,41809,41809
2021-02-24,South Korea,0,0
2021-02-24,South Sudan,0,0
2021-02-24,Spain,2204376,1231782
2021-02-24,Sri Lanka,393469,0
2021-02-24,Sudan,0,0
2021-02-24,Suriname,0,0
2021-02-24,Sweden,462371,252380
2021-02-24,Switzerland,531496,222233
2021-02-24,Syria,0,0
2021-02-24,Taiwan,0,0
2021-02-24,Tajikistan,0,0
2021-02-24,Tanzania,0,0
2021-02-24,Thailand,0,0
2021-02-24,Timor-Leste,0,0
2021-02-24,Togo,0,0
2021-02-24,Trinidad and Tobago,440,0
2021-02-24,Tunisia,0,0
2021-02-24,Turkey,6352410,1267285
2021-02-24,USA,51174509,25710513
2021-02-24,Uganda,0,0
2021-02-24,Ukraine,159,0
2021-02-24,United Arab Emirates,3480415,2187849
2021-02-24,United Kingdom,18691835,700718
2021-02-24,Uruguay,0,0
2021-02-24,Uzbekistan,0,0
2021-02-24,Vanuatu,0,0
2021-02-24,Venezuela,157,0
2021-02-24,Vietnam,0,0
2021-02-24,West Bank and Gaza,0,0
2021-02-24,Yemen,0,0
2021-02-24,Zambia,0,0
2021-02-24,Zimbabwe,6115,0
2021-02-25,Afghanistan,0,0
2021-02-25,Albania,6073,655
2021-02-25,Algeria,75000,0
2021-02-25,Andorra,2390,0
2021-02-25,Angola,0,0
2021-02-25,Antigua and Barbuda,0,0
2021-02-25,Argentina,558831,271001
2021-02-25,Armenia,0,0
2021-02-25,Australia,23501,9
2021-02-25,Austria,400872,243767
2021-02-25,Azerbaijan,65000,0
2021-02-25,Bahamas,0,0
2021-02-25,Bahrain,290103,0
2021-02-25,Bangladesh,2850940,0
2021-02-25,Barbados,29283,0
2021-02-25,Belarus,20944,0
2021-02-25,Belgium,504215,334777
2021-02-25,Belize,0,0
2021-02-25,Benin,0,0
2021-02-25,Bhutan,0,0
2021-02-25,Bolivia,11979,6630
2021-02-25,Bosnia and Herzegovina,0,0
2021-02-25,Botswana,0,0
2021-02-25,Brazil,6346769,1755018
2021-02-25,Brunei,0,0
2021-02-25,Bulgaria,153793,34719
2021-02-25,Burkina Faso,0,0
2021-02-25,Burma,380000,0
2021-02-25,Burundi,0,0
2021-02-25,Cabo Verde,0,0
2021-02-25,Cambodia,59928,342
2021-02-25,Cameroon,0,0
2021-02-25,Canada,1232120,508854
2021-02-25,Central African Republic,0,0
2021-02-25,Chad,0,0
2021-02-25,Chile,3227860,56253
2021-02-25,China,0,0
2021-02-25,Colombia,0,0
2021-02-25,Comoros,0,0
2021-02-25,Congo (Brazzaville),0,0
2021-02-25,Congo (Kinshasa),0,0
2021-02-25,Costa Rica,57162,44021
2021-02-25,Cote d'Ivoire,0,0
2021-02-25,Croatia,135756,58511
2021-02-25,Cuba,0,0
2021-02-25,Cyprus,44239,20323
2021-02-25,Czechia,403354,238937
2021-02-25,Denmark,357555,170125
2021-02-25,Djibouti,0,0
2021-02-25,Dominica,4811,0
2021-02-25,Dominican Republic,26400,0
2021-02-25,Ecuador,59989,5748
2021-02-25,Egypt,1315,0
2021-02-25,El Salvador,16000,0
2021-02-25,Equatorial Guinea,0,0
2021-02-25,Estonia,72202,31916
2021-02-25,Eswatini,0,0
2021-02-25,Ethiopia,0,0
2021-02-25,Fiji,0,0
2021-02-25,Finland,297027,76424
2021-02-25,France,2968283,1498302
2021-02-25,Gabon,0,0
2021-02-25,Gambia,0,0
2021-02-25,Georgia,0,0
2021-02-25,Germany,3813819,2061464
2021-02-25,Ghana,0,0
2021-02-25,Greece,540039,286331
2021-02-25,Grenada,1200,0
2021-02-25,Guatemala,0,0
2021-02-25,Guinea,0,0
2021-02-25,Guinea-Bissau,0,0
2021-02-25,Guyana,1852,0
2021-02-25,Haiti,0,0
2021-02-25,Honduras,0,0
2021-02-25,Hungary,521283,240622
2021-02-25,Iceland,19075,12376
2021-02-25,India,11206188,1860859
2021-02-25,Indonesia,1461920,853745
2021-02-25,Iran,10000,0
2021-02-25,Iraq,0,0
2021-02-25,Ireland,287503,149508
2021-02-25,Israel,4642750,3295091
2021-02-25,Italy,2686618,1403972
2021-02-25,Jamaica,0,0
2021-02-25,Japan,21896,0
2021-02-25,Jordan,50000,30000
2021-02-25,Kazakhstan,20157,2137
2021-02-25,Kenya,0,0
2021-02-25,Kiribati,0,0
2021-02-25,Kosovo,0,0
2021-02-25,Kuwait,137000,38000
2021-02-25,Kyrgyzstan,0,0
2021-02-25,Laos,0,0
2021-02-25,Latvia,42519,17189
2021-02-25,Lebanon,0,0
2021-02-25,Lesotho,0,0
2021-02-25,Liberia,0,0
2021-02-25,Libya,0,0
2021-02-25,Liechtenstein,1863,648
2021-02-25,Lithuania,156262,73331
2021-02-25,Luxembourg,26098,9988
2021-02-25,Madagascar,0,0
2021-02-25,Malawi,0,0
2021-02-25,Malaysia,1211,5
2021-02-25,Maldives,98311,0
2021-02-25,Mali,0,0
2021-02-25,Malta,50249,23395
2021-02-25,Mauritania,0,0
2021-02-25,Mauritius,3843,0
2021-02-25,Mexico,1562401,526412
2021-02-25,Moldova,0,0
2021-02-25,Monaco,0,0
2021-02-25,Mongolia,3112,0
2021-02-25,Montenegro,1113,0
2021-02-25,Morocco,3160479,43626
2021-02-25,Mozambique,0,0
2021-02-25,Namibia,0,0
2021-02-25,Nepal,402264,0
2021-02-25,Netherlands,873562,164218
2021-02-25,New Zealand,2885,1
2021-02-25,Nicaragua,0,0
2021-02-25,Niger,0,0
2021-02-25,Nigeria,0,0
2021-02-25,North Macedonia,0,0
2021-02-25,Norway,332265,162045
2021-02-25,Oman,48641,19019
2021-02-25,Pakistan,72882,0
2021-02-25,Panama,83733,5686
2021-02-25,Papua New Guinea,0,0
2021-02-25,Paraguay,1361,0
2021-02-25,Peru,299335,18
2021-02-25,Philippines,0,0
2021-02-25,Poland,1959165,1031518
2021-02-25,Portugal,534116,276637
2021-02-25,Qatar,100000,0
2021-02-25,Romania,872361,614546
2021-02-25,Russia,1000000,0
2021-02-25,Rwanda,0,0
2021-02-25,Saint Kitts and Nevis,0,0
2021-02-25,Saint Lucia,0,0
2021-02-25,Saint Vincent and the Grenadines,0,0
2021-02-25,Samoa,0,0
2021-02-25,San Marino,0,0
2021-02-25,Sao Tome and Principe,0,0
2021-02-25,Saudi Arabia,0,0
2021-02-25,Senegal,11749,0
2021-02-25,Serbia,878143,497729
2021-02-25,Seychelles,51577,23519
2021-02-25,Sierra Leone,0,0
2021-02-25,Singapore,250000,110000
2021-02-25,Slovakia,299002,123899
2021-02-25,Slovenia,116993,53217
2021-02-25,Solomon Islands,0,0
2021-02-25,Somalia,0,0
2021-02-25,South Africa,52647,52647
2021-02-25,South Korea,0,0
2021-02-25,South Sudan,0,0
2021-02-25,Spain,2361852,1243783
2021-02-25,Sri Lanka,393469,0
2021-02-25,Sudan,0,0
2021-02-25,Suriname,0,0
2021-02-25,Sweden,462371,252380
2021-02-25,Switzerland,541445,241588
2021-02-25,Syria,0,0
2021-02-25,Taiwan,0,0
2021-02-25,Tajikistan,0,0
2021-02-25,Tanzania,0,0
2021-02-25,Thailand,0,0
2021-02-25,Timor-Leste,0,0
2021-02-25,Togo,0,0
2021-02-25,Trinidad and Tobago,440,0
2021-02-25,Tunisia,0,0
2021-02-25,Turkey,6582239,1397487
2021-02-25,USA,52728815,27025935
2021-02-25,Uganda,0,0
2021-02-25,Ukraine,1338,0
2021-02-25,United Arab Emirates,3480415,2187849
2021-02-25,United Kingdom,19177555,736037
2021-02-25,Uruguay,0,0
2021-02-25,Uzbekistan,0,0
2021-02-25,Vanuatu,0,0
2021-02-25,Venezuela,157,0
2021-02-25,Vietnam,0,0
2021-02-25,West Bank and Gaza,0,0
2021-02-25,Yemen,0,0
2021-02-25,Zambia,0,0
2021-02-25,Zimbabwe,11264,0
2021-02-26,Afghanistan,0,0
2021-02-26,Albania,6073,655
2021-02-26,Algeria,75000,0
2021-02-26,Andorra,2390,0
2021-02-26,Angola,0,0
2021-02-26,Antigua and Barbuda,0,0
2021-02-26,Argentina,620635,283280
2021-02-26,Armenia,0,0
2021-02-26,Australia,29989,11
2021-02-26,Austria,425550,248826
2021-02-26,Azerbaijan,65000,0
2021-02-26,Bahamas,0,0
2021-02-26,Bahrain,292917,0
2021-02-26,Bangladesh,2850940,0
2021-02-26,Barbados,33633,0
2021-02-26,Belarus,20944,0
2021-02-26,Belgium,529609,341861
2021-02-26,Belize,0,0
2021-02-26,Benin,0,0
2021-02-26,Bhutan,0,0
2021-02-26,Bolivia,11979,6630
2021-02-26,Bosnia and Herzegovina,0,0
2021-02-26,Botswana,0,0
2021-02-26,Brazil,6437836,1884206
2021-02-26,Brunei,0,0
2021-02-26,Bulgaria,167258,37181
2021-02-26,Burkina Faso,0,0
2021-02-26,Burma,380000,0
2021-02-26,Burundi,0,0
2021-02-26,Cabo Verde,0,0
2021-02-26,Cambodia,63217,608
2021-02-26,Cameroon,0,0
2021-02-26,Canada,1287658,521730
2021-02-26,Central African Republic,0,0
2021-02-26,Chad,0,0
2021-02-26,Chile,3306144,56371
2021-02-26,China,0,0
2021-02-26,Colombia,0,0
2021-02-26,Comoros,0,0
2021-02-26,Congo (Brazzaville),0,0
2021-02-26,Congo (Kinshasa),0,0
2021-02-26,Costa Rica,57162,44021
2021-02-26,Cote d'Ivoire,0,0
2021-02-26,Croatia,135756,58511
2021-02-26,Cuba,0,0
2021-02-26,Cyprus,53617,22559
2021-02-26,Czechia,419524,244289
2021-02-26,Denmark,392979,171124
2021-02-26,Djibouti,0,0
2021-02-26,Dominica,5924,0
2021-02-26,Dominican Republic,26400,0
2021-02-26,Ecuador,69907,6539
2021-02-26,Egypt,1315,0
2021-02-26,El Salvador,16000,0
2021-02-26,Equatorial Guinea,0,0
2021-02-26,Estonia,77381,34346
2021-02-26,Eswatini,0,0
2021-02-26,Ethiopia,0,0
2021-02-26,Fiji,0,0
2021-02-26,Finland,297027,76424
2021-02-26,France,3081533,1569195
2021-02-26,Gabon,0,0
2021-02-26,Gambia,0,0
2021-02-26,Georgia,0,0
2021-02-26,Germany,3960356,2129120
2021-02-26,Ghana,0,0
2021-02-26,Greece,556380,300926
2021-02-26,Grenada,3000,0
2021-02-26,Guatemala,0,0
2021-02-26,Guinea,0,0
2021-02-26,Guinea-Bissau,0,0
2021-02-26,Guyana,1852,0
2021-02-26,Haiti,0,0
2021-02-26,Honduras,0,0
2021-02-26,Hungary,563601,244407
2021-02-26,Iceland,19593,12564
2021-02-26,India,11552857,2204083
2021-02-26,Indonesia,1583581,865870
2021-02-26,Iran,10000,0
2021-02-26,Iraq,0,0
2021-02-26,Ireland,303543,152252
2021-02-26,Israel,4668588,3327070
2021-02-26,Italy,2810279,1419419
2021-02-26,Jamaica,0,0
2021-02-26,Japan,28530,0
2021-02-26,Jordan,50000,30000
2021-02-26,Kazakhstan,20157,2137
2021-02-26,Kenya,0,0
2021-02-26,Kiribati,0,0
2021-02-26,Kosovo,0,0
2021-02-26,Kuwait,137000,38000
2021-02-26,Kyrgyzstan,0,0
2021-02-26,Laos,0,0
2021-02-26,Latvia,45837,17279
2021-02-26,Lebanon,0,0
2021-02-26,Lesotho,0,0
2021-02-26,Liberia,0,0
2021-02-26,Libya,0,0
2021-02-26,Liechtenstein,1863,817
2021-02-26,Lithuania,165279,74384
2021-02-26,Luxembourg,26800,10583
2021-02-26,Madagascar,0,0
2021-02-26,Malawi,0,0
2021-02-26,Malaysia,5278,8
2021-02-26,Maldives,99419,0
2021-02-26,Mali,0,0
2021-02-26,Malta,51041,25118
2021-02-26,Mauritania,0,0
2021-02-26,Mauritius,3843,0
2021-02-26,Mexico,1708721,562311
2021-02-26,Moldova,0,0
2021-02-26,Monaco,0,0
2021-02-26,Mongolia,4926,0
2021-02-26,Montenegro,1288,0
2021-02-26,Morocco,3327858,96437
2021-02-26,Mozambique,0,0
2021-02-26,Namibia,0,0
2021-02-26,Nepal,402264,0
2021-02-26,Netherlands,873562,164218
2021-02-26,New Zealand,4489,1
2021-02-26,Nicaragua,0,0
2021-02-26,Niger,0,0
2021-02-26,Nigeria,0,0
2021-02-26,North Macedonia,0,0
2021-02-26,Norway,340731,172345
2021-02-26,Oman,48641,19019
2021-02-26,Pakistan,72882,0
2021-02-26,Panama,100819,5848
2021-02-26,Papua New Guinea,0,0
2021-02-26,Paraguay,1521,0
2021-02-26,Peru,315252,22
2021-02-26,Philippines,0,0
2021-02-26,Poland,2101754,1168058
2021-02-26,Portugal,575712,279729
2021-02-26,Qatar,100000,0
2021-02-26,Romania,890068,615964
2021-02-26,Russia,1000000,0
2021-02-26,Rwanda,0,0
2021-02-26,Saint Kitts and Nevis,0,0
2021-02-26,Saint Lucia,0,0
2021-02-26,Saint Vincent and the Grenadines,0,0
2021-02-26,Samoa,0,0
2021-02-26,San Marino,0,0
2021-02-26,Sao Tome and Principe,0,0
2021-02-26,Saudi Arabia,0,0
2021-02-26,Senegal,21641,0
2021-02-26,Serbia,886086,507000
2021-02-26,Seychelles,51577,23519
2021-02-26,Sierra Leone,0,0
2021-02-26,Singapore,250000,110000
2021-02-26,Slovakia,302922,132891
2021-02-26,Slovenia,124254,53766
2021-02-26,Solomon Islands,0,0
2021-02-26,Somalia,0,0
2021-02-26,South Africa,63648,63648
2021-02-26,South Korea,33785,8271
2021-02-26,South Sudan,0,0
2021-02-26,Spain,2361852,1243783
2021-02-26,Sri Lanka,406633,0
2021-02-26,Sudan,0,0
2021-02-26,Suriname,0,0
2021-02-26,Sweden,462371,252380
2021-02-26,Switzerland,549782,257818
2021-02-26,Syria,0,0
2021-02-26,Taiwan,0,0
2021-02-26,Tajikistan,0,0
2021-02-26,Tanzania,0,0
2021-02-26,Thailand,0,0
2021-02-26,Timor-Leste,0,0
2021-02-26,Togo,0,0
2021-02-26,Trinidad and Tobago,440,0
2021-02-26,Tunisia,0,0
2021-02-26,Turkey,6745147,1553658
2021-02-26,USA,54417803,28379294
2021-02-26,Uganda,0,0
2021-02-26,Ukraine,3051,0
2021-02-26,United Arab Emirates,3480415,2187849
2021-02-26,United Kingdom,19682048,768810
2021-02-26,Uruguay,0,0
2021-02-26,Uzbekistan,0,0
2021-02-26,Vanuatu,0,0
2021-02-26,Venezuela,157,0
2021-02-26,Vietnam,0,0
2021-02-26,West Bank and Gaza,0,0
2021-02-26,Yemen,0,0
2021-02-26,Zambia,0,0
2021-02-26,Zimbabwe,12836,0
2021-02-27,Afghanistan,0,0
2021-02-27,Albania,6073,655
2021-02-27,Algeria,75000,0
2021-02-27,Andorra,2390,0
2021-02-27,Angola,0,0
2021-02-27,Antigua and Barbuda,0,0
2021-02-27,Argentina,694470,290425
2021-02-27,Armenia,0,0
2021-02-27,Australia,31882,12
2021-02-27,Austria,448853,250813
2021-02-27,Azerbaijan,65000,0
2021-02-27,Bahamas,0,0
2021-02-27,Bahrain,295296,0
2021-02-27,Bangladesh,2984773,0
2021-02-27,Barbados,36749,0
2021-02-27,Belarus,20944,0
2021-02-27,Belgium,533280,342730
2021-02-27,Belize,0,0
2021-02-27,Benin,0,0
2021-02-27,Bhutan,0,0
2021-02-27,Bolivia,22212,7601
2021-02-27,Bosnia and Herzegovina,0,0
2021-02-27,Botswana,0,0
2021-02-27,Brazil,6518628,1914940
2021-02-27,Brunei,0,0
2021-02-27,Bulgaria,172393,37367
2021-02-27,Burkina Faso,0,0
2021-02-27,Burma,380000,0
2021-02-27,Burundi,0,0
2021-02-27,Cabo Verde,0,0
2021-02-27,Cambodia,63217,608
2021-02-27,Cameroon,0,0
2021-02-27,Canada,1341894,529829
2021-02-27,Central African Republic,0,0
2021-02-27,Chad,0,0
2021-02-27,Chile,3316188,56375
2021-02-27,China,0,0
2021-02-27,Colombia,0,0
2021-02-27,Comoros,0,0
2021-02-27,Congo (Brazzaville),0,0
2021-02-27,Congo (Kinshasa),0,0
2021-02-27,Costa Rica,57162,44021
2021-02-27,Cote d'Ivoire,0,0
2021-02-27,Croatia,135756,58511
2021-02-27,Cuba,0,0
2021-02-27,Cyprus,53617,22559
2021-02-27,Czechia,422533,244846
2021-02-27,Denmark,399475,172481
2021-02-27,Djibouti,0,0
2021-02-27,Dominica,5924,0
2021-02-27,Dominican Republic,26400,0
2021-02-27,Ecuador,70000,6543
2021-02-27,Egypt,1315,0
2021-02-27,El Salvador,16000,0
2021-02-27,Equatorial Guinea,0,0
2021-02-27,Estonia,78416,34788
2021-02-27,Eswatini,0,0
2021-02-27,Ethiopia,0,0
2021-02-27,Fiji,0,0
2021-02-27,Finland,297027,76424
2021-02-27,France,3133518,1591140
2021-02-27,Gabon,0,0
2021-02-27,Gambia,0,0
2021-02-27,Georgia,0,0
2021-02-27,Germany,4068662,2168933
2021-02-27,Ghana,0,0
2021-02-27,Greece,572174,313647
2021-02-27,Grenada,3000,0
2021-02-27,Guatemala,2224,0
2021-02-27,Guinea,0,0
2021-02-27,Guinea-Bissau,0,0
2021-02-27,Guyana,1852,0
2021-02-27,Haiti,0,0
2021-02-27,Honduras,0,0
2021-02-27,Hungary,677682,249499
2021-02-27,Iceland,19593,12564
2021-02-27,India,11788669,2453878
2021-02-27,Indonesia,1616165,982370
2021-02-27,Iran,10000,0
2021-02-27,Iraq,0,0
2021-02-27,Ireland,312489,152951
2021-02-27,Israel,4686892,3348246
2021-02-27,Italy,2925410,1431370
2021-02-27,Jamaica,0,0
2021-02-27,Japan,28530,0
2021-02-27,Jordan,50000,30000
2021-02-27,Kazakhstan,20157,2137
2021-02-27,Kenya,0,0
2021-02-27,Kiribati,0,0
2021-02-27,Kosovo,0,0
2021-02-27,Kuwait,137000,38000
2021-02-27,Kyrgyzstan,0,0
2021-02-27,Laos,0,0
2021-02-27,Latvia,46431,17290
2021-02-27,Lebanon,0,0
2021-02-27,Lesotho,0,0
2021-02-27,Liberia,0,0
2021-02-27,Libya,0,0
2021-02-27,Liechtenstein,1863,817
2021-02-27,Lithuania,166060,74415
2021-02-27,Luxembourg,27101,10706
2021-02-27,Madagascar,0,0
2021-02-27,Malawi,0,0
2021-02-27,Malaysia,11989,14
2021-02-27,Maldives,105492,0
2021-02-27,Mali,0,0
2021-02-27,Malta,51186,26781
2021-02-27,Mauritania,0,0
2021-02-27,Mauritius,3843,0
2021-02-27,Mexico,1818034,565377
2021-02-27,Moldova,0,0
2021-02-27,Monaco,0,0
2021-02-27,Mongolia,6808,0
2021-02-27,Montenegro,1288,0
2021-02-27,Morocco,3435997,161906
2021-02-27,Mozambique,0,0
2021-02-27,Namibia,0,0
2021-02-27,Nepal,402264,0
2021-02-27,Netherlands,1105000,277400
2021-02-27,New Zealand,5827,1
2021-02-27,Nicaragua,0,0
2021-02-27,Niger,0,0
2021-02-27,Nigeria,0,0
2021-02-27,North Macedonia,0,0
2021-02-27,Norway,341237,172642
2021-02-27,Oman,48641,19019
2021-02-27,Pakistan,72882,0
2021-02-27,Panama,108675,5854
2021-02-27,Papua New Guinea,0,0
2021-02-27,Paraguay,1521,0
2021-02-27,Peru,322103,22
2021-02-27,Philippines,0,0
2021-02-27,Poland,2101754,1168058
2021-02-27,Portugal,611138,285185
2021-02-27,Qatar,100000,0
2021-02-27,Romania,905142,616594
2021-02-27,Russia,1000000,0
2021-02-27,Rwanda,0,0
2021-02-27,Saint Kitts and Nevis,0,0
2021-02-27,Saint Lucia,0,0
2021-02-27,Saint Vincent and the Grenadines,0,0
2021-02-27,Samoa,0,0
2021-02-27,San Marino,35,0
2021-02-27,Sao Tome and Principe,0,0
2021-02-27,Saudi Arabia,0,0
2021-02-27,Senegal,25653,0
2021-02-27,Serbia,921248,511807
2021-02-27,Seychelles,55889,23549
2021-02-27,Sierra Leone,0,0
2021-02-27,Singapore,250000,110000
2021-02-27,Slovakia,310246,133775
2021-02-27,Slovenia,125174,53777
2021-02-27,Solomon Islands,0,0
2021-02-27,Somalia,0,0
2021-02-27,South Africa,67303,67303
2021-02-27,South Korea,35436,8420
2021-02-27,South Sudan,0,0
2021-02-27,Spain,2361852,1243783
2021-02-27,Sri Lanka,441976,0
2021-02-27,Sudan,0,0
2021-02-27,Suriname,0,0
2021-02-27,Sweden,462371,252380
2021-02-27,Switzerland,551973,262196
2021-02-27,Syria,0,0
2021-02-27,Taiwan,0,0
2021-02-27,Tajikistan,0,0
2021-02-27,Tanzania,0,0
2021-02-27,Thailand,0,0
2021-02-27,Timor-Leste,0,0
2021-02-27,Togo,0,0
2021-02-27,Trinidad and Tobago,991,0
2021-02-27,Tunisia,0,0
2021-02-27,Turkey,6854642,1660133
2021-02-27,USA,55572363,29181088
2021-02-27,Uganda,0,0
2021-02-27,Ukraine,3141,0
2021-02-27,United Arab Emirates,3480415,2187849
2021-02-27,United Kingdom,20089551,796132
2021-02-27,Uruguay,381,0
2021-02-27,Uzbekistan,0,0
2021-02-27,Vanuatu,0,0
2021-02-27,Venezuela,157,0
2021-02-27,Vietnam,0,0
2021-02-27,West Bank and Gaza,0,0
2021-02-27,Yemen,0,0
2021-02-27,Zambia,0,0
2021-02-27,Zimbabwe,15962,0
2021-02-28,Afghanistan,8200,0
2021-02-28,Albania,6073,655
2021-02-28,Algeria,75000,0
2021-02-28,Andorra,2390,0
2021-02-28,Angola,0,0
2021-02-28,Antigua and Barbuda,0,0
2021-02-28,Argentina,731571,293432
2021-02-28,Armenia,0,0
2021-02-28,Australia,34618,12
2021-02-28,Austria,458586,251335
2021-02-28,Azerbaijan,65000,0
2021-02-28,Bahamas,0,0
2021-02-28,Bahrain,298171,0
2021-02-28,Bangladesh,3110525,0
2021-02-28,Barbados,38615,0
2021-02-28,Belarus,20944,0
2021-02-28,Belgium,533908,343009
2021-02-28,Belize,0,0
2021-02-28,Benin,0,0
2021-02-28,Bhutan,0,0
2021-02-28,Bolivia,22212,7601
2021-02-28,Bosnia and Herzegovina,0,0
2021-02-28,Botswana,0,0
2021-02-28,Brazil,6542206,1923197
2021-02-28,Brunei,0,0
